MolName, SMILES,CIC, R05,aR,ZMIV,nHeavyAtom,nBT,nBM,nBR,MW,H050,nHBDLipin, nHAccLipin,nCH2R2,nCHR3,nCH3R,nCH3X,nOH,nO2,ArNR2,nArCN,nArCO,nRCOOH,TPSA,LL,LA,LD,LP,LN,AA,AD,AP,AN,DD,DP,DN,PP,PN,NN,RL,RA,RD,RP,RN,RR,Lipophilic,Hbond_Acceptor,Hbond_Donor,Positive,Negative,Aromatic,numRSs_AFs
CC(C)CBr,CC(C)CBr,0,0,0,113,5,4,0,1,127.947,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5
S=C(NC(C)=C1)NC1=O,Cc1cc(=O)[nH]c(=S)[nH]1,1,0,1,202,9,9,6,0,136.131,0,0,3,0,0,0,0,0,1,0,0,0,0,48.65,0,4,6,0,0,0,6,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,1,2,0,0,1,4
n(cc(c(n1)O)C)c1S,Cc1cnc(S)nc1O,1,0,1,202,9,9,6,0,136.131,0,0,3,0,0,0,0,0,1,0,0,0,0,46.01,0,9,3,0,0,8,6,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,3,1,0,0,1,4
CC(C(O)=O)Oc(ccc(Cl)c1)c1Cl,CC(Oc1ccc(Cl)cc1Cl)C(=O)O,1,0,1,350,14,14,8,3,227.001,0,0,3,0,0,0,0,1,2,0,0,0,1,46.53,16,64,0,0,14,48,0,0,16,0,0,0,0,0,0,5,11,0,0,3,0,3,5,0,0,1,1,9
O=C(O)c1c(Cl)c(N)cc(Cl)c1,Nc1cc(Cl)cc(C(=O)O)c1Cl,1,0,1,307,12,12,8,1,200.987,0,0,3,0,0,0,0,1,2,0,0,1,1,63.32,5,28,7,7,7,25,17,17,9,0,0,4,0,4,0,2,6,1,1,1,0,2,4,1,1,1,1,7
O=C(N1C(C)(C)C)C(Cl)=C(C)NC1=O,Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,1,0,1,315,14,14,6,1,203.562,0,0,4,0,0,0,0,0,2,0,0,0,0,54.86,42,71,17,0,0,19,11,0,0,0,0,0,0,0,0,8,3,0,0,0,0,5,4,1,0,0,1,9
OC(C=Cc1ccccc1)=O,O=C(O)C=Cc1ccccc1,1,0,1,216,11,11,10,2,140.095,0,0,2,0,0,0,0,1,2,0,0,0,1,37.3,1,10,0,0,3,2,0,0,2,0,0,0,0,0,0,3,8,0,0,3,0,2,2,0,0,1,1,6
O=C(CCl)N(C(C)C)c1ccccc1,CC(C)N(C(=O)CCl)c1ccccc1,1,0,1,286,14,14,8,4,197.577,0,0,2,0,0,0,0,0,1,1,0,0,0,20.31,12,28,0,0,0,8,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,3,3,0,0,0,1,9
Clc1c(OCC(O)=O)ccc(Cl)c1,O=C(O)COc1ccc(Cl)cc1Cl,1,0,1,334,13,13,8,3,214.99,0,0,3,0,0,0,0,1,2,0,0,0,1,46.53,4,44,0,0,12,48,0,0,16,0,0,0,0,0,0,2,11,0,0,3,0,2,5,0,0,1,1,8
,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(O)C3CC12,4,0,1,723,32,35,16,2,443.686,0,0,10,1,2,0,0,4,8,0,0,1,0,181.62,55,276,170,37,0,274,330,64,0,94,34,0,0,0,0,18,42,27,8,0,0,6,10,6,1,0,1,15
CC(C(C(NC1=O)=O)(C(N1)=O)CC)CCC,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,1,0,0,334,16,16,6,4,208.129,0,0,5,3,1,0,0,0,3,0,0,0,0,75.27,75,109,62,0,0,12,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,3,2,0,0,0,11
COc1c(O)cc(Cl)c(Cl)c1,COc1cc(Cl)c(Cl)cc1O,1,0,1,282,11,11,6,1,186.98,0,0,2,0,0,0,0,0,1,0,0,0,0,29.46,3,24,9,0,0,24,12,0,0,0,0,0,0,0,0,2,4,1,0,0,0,2,4,1,0,0,1,6
CC=CCC,CC=CCC,0,0,0,80,5,4,2,1,60.0535,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
ClCc(cc1)ccc1F,Fc1ccc(CCl)cc1,1,0,1,210,9,9,6,1,138.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,2,0,0,0,1,4
Oc1c(cccn2)c2ccc1,Oc1cccc2ncccc12,2,0,2,205,11,12,10,0,138.103,0,0,2,0,0,0,0,0,1,0,0,0,0,33.12,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,2,1,0,0,2,2
Clc1cc(C)c(OC(C)C(O)=O)cc1,Cc1cc(Cl)ccc1OC(C)C(=O)O,1,0,1,317,14,14,8,3,203.558,0,0,3,0,0,0,0,1,2,0,0,0,1,46.53,16,55,0,0,14,29,0,0,11,0,0,0,0,0,0,5,10,0,0,3,0,3,4,0,0,1,1,9
CC1=C(C(Nc2ccccc2)=O)CCCO1,CC1=C(C(=O)Nc2ccccc2)CCCO1,2,0,1,305,16,17,10,3,202.145,0,0,3,2,0,0,0,0,1,0,0,0,0,38.33,13,22,13,0,0,4,6,0,0,0,0,0,0,0,0,17,8,1,0,0,0,4,2,1,0,0,1,6
O=C(N1)NC(C(CCC(C)C)(CC)C1=O)=O,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,1,0,0,334,16,16,6,4,208.129,0,0,5,3,1,0,0,0,3,0,0,0,0,75.27,79,115,66,0,0,12,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,3,2,0,0,0,11
CC(CCCCCCC)=O,CCCCCCCC(C)=O,0,0,0,180,10,9,2,6,124.096,0,0,1,6,0,0,0,0,1,0,0,0,0,17.07,91,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,10
C1=CCCCC1,C1=CCCCC1,1,0,0,96,6,6,2,0,72.0642,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1
OC(c1cc(Cl)ccc1)=O,O=C(O)c1cccc(Cl)c1,1,0,1,233,10,10,8,1,151.527,0,0,2,0,0,0,0,1,2,0,0,1,1,37.3,0,10,0,0,4,12,0,0,6,0,0,0,0,0,0,1,5,0,0,1,0,1,3,0,0,1,1,5
CCc1cccs1,CCc1cccs1,1,1,1,132,7,7,4,1,104.129,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,3
,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,3,1,2,347,20,22,14,5,246.202,0,0,3,0,0,0,0,0,0,1,0,0,0,27.63,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,12,9,0,0,3,0,2,1,0,0,2,6
C(Cl)(Cl)C(Cl)(Cl)Cl,ClC(Cl)C(Cl)(Cl)Cl,0,0,0,277,7,6,0,1,201.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,52,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,7
COc1ccc(C(C2CC2)(c3cncnc3)O)cc1,COc1ccc(C(O)(c2cncnc2)C2CC2)cc1,3,0,2,362,19,21,12,4,240.173,0,0,4,1,1,0,0,1,1,0,0,0,0,55.24,3,56,8,0,0,32,14,0,0,0,0,0,0,0,0,16,19,4,0,0,2,3,4,1,0,0,2,7
OC(CN1C(Sc2c1c(Cl)ccc2)=O)=O,O=C(O)Cn1c(=O)sc2cccc(Cl)c21,2,1,2,362,15,16,10,2,237.619,0,0,4,0,0,0,0,1,3,0,0,0,1,59.3,0,20,0,0,5,40,0,0,13,0,0,0,0,0,0,3,22,0,0,5,0,1,5,0,0,1,2,7
NC(OCCCCCCC)=O,CCCCCCCOC(N)=O,0,0,0,225,11,10,2,7,142.091,0,0,3,5,0,0,0,0,1,0,0,0,0,52.32,35,66,39,39,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,1,0,0,11
O=C(c1ccc(N)cc1)CC,CCC(=O)c1ccc(N)cc1,1,0,1,205,11,11,8,2,138.103,0,0,2,1,0,0,0,0,1,0,0,1,0,43.09,1,5,13,13,0,0,6,6,0,0,0,0,0,0,0,5,2,1,1,0,0,2,1,1,1,0,1,6
CC(Cl)CCC,CCCC(C)Cl,0,0,0,129,6,5,0,2,95.5065,0,0,0,2,0,0,0,0,0,0,0,0,0,0,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,6
C1CCCC1,C1CCCC1,1,1,0,80,5,5,0,0,60.0535,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1
CN(CCN(c2ncccc2)Cc1ccccc1)C,CN(C)CCN(Cc1ccccc1)c1ccccn1,2,0,2,331,19,20,12,6,234.192,0,0,3,0,0,0,0,0,0,1,0,0,0,19.37,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3,0,3,0,0,0,2,9
CN(C)CCN(c2ccccn2)Cc1cccs1,CN(C)CCN(Cc1cccs1)c1ccccn1,2,1,2,335,18,19,10,6,242.235,0,0,3,0,0,0,0,0,0,1,0,0,0,19.37,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3,0,3,0,0,0,2,9
,O=C(O)Cc1cccc2ccccc12,2,0,2,264,14,15,12,2,176.127,0,0,2,1,0,0,0,1,2,0,0,0,1,37.3,0,4,0,0,1,2,0,0,2,0,0,0,0,0,0,3,14,0,0,5,0,1,2,0,0,1,2,5
C=CCCC=C,C=CCCC=C,0,0,0,96,6,5,4,3,72.0642,0,0,0,2,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6
C=CCCC,C=CCCC,0,0,0,80,5,4,2,2,60.0535,0,0,0,2,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
,c1cnc2c(c1)ccc1ncccc12,3,0,3,242,14,16,14,0,172.142,0,0,2,0,0,0,0,0,0,0,0,0,0,25.78,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,2,0,0,0,3,1
ClC(C(C)(Cl)C)C,CC(Cl)C(C)(C)Cl,0,0,0,178,7,6,0,1,130.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,21,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,7
CC(Cl)C(Cl)C,CC(Cl)C(C)Cl,0,0,0,162,6,5,0,1,118.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,6
Nc(cc2)ccc2c1ccc(N)cc1,Nc1ccc(-c2ccc(N)cc2)cc1,2,0,2,242,14,15,12,1,172.142,0,0,2,0,0,0,0,0,0,0,0,0,0,52.04,0,0,0,0,0,0,0,0,0,9,18,0,9,0,0,0,0,12,12,0,1,0,0,2,2,0,2,4
O=C(O)CCCCCCCCCCN,NCCCCCCCCCCC(=O)O,0,0,0,273,14,13,2,10,178.123,0,0,3,9,0,0,0,1,2,0,0,0,1,63.32,120,108,54,54,45,2,24,24,2,0,0,11,0,11,0,0,0,0,0,0,0,9,2,1,1,1,0,14
CCCCCCC(OCC)=O,CCCCCCC(=O)OCC,0,0,0,216,11,10,2,7,140.095,0,0,2,5,0,0,0,0,1,0,0,0,0,26.3,74,60,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,11
c1cc(OCC)ccc1C(=O)OCCN(CC)CC,CCOc1ccc(C(=O)OCCN(CC)CC)cc1,1,0,1,373,19,19,8,9,242.165,0,0,4,0,0,0,0,0,1,0,0,1,0,38.77,30,79,0,0,0,31,0,0,0,0,0,0,0,0,0,17,10,0,0,0,0,3,4,0,0,0,1,14
Oc1ccc(C(OCCCC)=O)cc1,CCCCOC(=O)c1ccc(O)cc1,1,0,1,284,14,14,8,5,180.116,0,0,3,2,0,0,0,0,2,0,0,1,0,46.53,4,51,27,0,0,14,12,0,0,0,0,0,0,0,0,15,5,1,0,0,0,3,3,1,0,0,1,9
OC(c1ccccc1I)=O,O=C(O)c1ccccc1I,1,0,1,233,10,10,8,1,242.978,0,0,2,0,0,0,0,1,2,0,0,1,1,37.3,0,8,0,0,3,2,0,0,2,0,0,0,0,0,0,1,4,0,0,1,0,1,2,0,0,1,1,5
O=C(N(c1c(C)cccc1CC)C(C)COC)CCl,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,1,0,1,386,19,19,8,7,261.619,0,0,3,1,0,0,0,0,1,1,0,0,0,29.54,50,90,0,0,0,22,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,5,4,0,0,0,1,14
CCCCCCl,CCCCCCl,0,0,0,129,6,5,0,3,95.5065,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,6
O=C(N1C)NC(C(C2=CCCCC2)(C)C1=O)=O,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,2,0,0,350,17,18,8,1,220.14,0,0,5,4,0,0,0,0,3,0,0,0,0,66.48,64,144,32,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,1,0,0,0,7
CCCCCCCCC(O)=O,CCCCCCCCC(=O)O,0,0,0,216,11,10,2,7,140.095,0,0,2,7,0,0,0,1,2,0,0,0,1,37.3,84,88,0,0,36,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,1,0,11
O=C(c(nc(Cl)c(Cl)c1N)c1Cl)O,Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,1,0,1,365,13,13,8,1,238.436,0,0,4,0,0,0,0,1,2,0,0,1,1,76.21,12,62,10,10,12,58,24,24,16,0,0,4,0,4,0,3,7,1,1,1,0,3,6,1,1,1,1,8
C(C2)(C=C)C1CC(C(O)c3ccnc4c3cc(OC)cc4)N2CC1,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,5,0,2,442,24,27,12,4,300.226,0,0,4,2,2,0,0,1,1,0,0,0,0,45.59,32,148,30,0,0,32,14,0,0,0,0,0,0,0,0,66,17,5,0,0,0,6,4,1,0,0,2,8
S=C2C1=C(N=CN2)N=CC=N1,S=c1[nH]cnc2nccnc12,2,0,2,232,11,12,10,0,160.156,0,0,4,0,0,0,0,0,0,0,0,0,0,54.46,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,1,0,0,2,2
c12c(cccc3)c3ncc1cccc2,c1ccc2c(c1)cnc1ccccc12,3,0,3,233,14,16,14,0,170.146,0,0,1,0,0,0,0,0,0,0,0,0,0,12.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,3,1
Clc(c(C)cc(O)c1)c1C,Cc1cc(O)cc(C)c1Cl,1,0,1,213,10,10,6,0,147.538,0,0,1,0,0,0,0,0,1,0,0,0,0,20.23,10,19,13,0,0,5,5,0,0,0,0,0,0,0,0,3,2,1,0,0,0,3,2,1,0,0,1,5
Cc1c(C)cccc1,Cc1ccccc1C,1,0,1,128,8,8,6,0,96.0856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,3
CN2C(ON(C2=O)c1ccc(c(Cl)c1)Cl)=O,Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O,2,1,2,400,16,17,10,1,255.014,0,0,5,0,0,0,0,0,2,0,0,0,0,57.14,3,67,0,0,0,87,0,0,0,0,0,0,0,0,0,11,26,0,0,0,1,2,7,0,0,0,2,7
Cc1cc(C)ccc1,Cc1cccc(C)c1,1,0,1,128,8,8,6,0,96.0856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,3
OC4C13C(C5N(C(O)C6CC)C(C4C6C5)C3)N(C)c2c1cccc2,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O,7,2,1,442,24,29,6,1,300.226,0,0,4,3,3,0,0,2,2,1,0,0,0,46.94,80,113,58,0,0,24,27,0,0,6,0,0,0,0,0,32,14,9,0,0,0,8,4,2,0,0,1,6
CC(Nc1ccc(Cl)cc1)=O,CC(=O)Nc1ccc(Cl)cc1,1,0,1,238,11,11,8,2,161.545,0,0,2,0,0,0,0,0,1,0,0,0,0,29.1,7,16,7,0,0,7,7,0,0,0,0,0,0,0,0,4,4,1,0,0,0,2,2,1,0,0,1,6
,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,2,0,2,432,21,22,12,5,272.175,0,0,7,1,0,0,0,0,0,0,0,0,0,105.51,0,19,8,8,0,56,60,60,0,4,8,0,4,0,0,2,27,12,12,0,2,1,5,2,2,0,2,11
,NC(Cc1cc(I)c(O)c(I)c1)C(=O)O,1,0,1,375,15,15,8,3,423.909,0,0,4,1,0,0,0,1,3,0,0,0,1,83.55,12,45,25,14,14,18,29,13,9,7,7,9,0,2,0,3,9,4,3,3,0,3,3,2,1,1,1,10
,CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C21,4,0,1,690,32,35,16,2,420.244,0,0,10,0,3,0,0,4,8,0,0,1,0,181.62,47,239,162,37,0,200,274,51,0,90,32,0,0,0,0,17,43,29,8,0,0,6,9,6,1,0,1,15
O=C1C(Cl)=C(N)C=NN1c2ccccc2,Nc1cnn(-c2ccccc2)c(=O)c1Cl,2,0,2,320,15,16,12,1,213.58,0,0,4,0,0,0,0,0,1,0,0,0,0,60.91,0,10,3,3,0,16,14,14,0,0,0,0,0,0,0,5,12,6,6,0,1,1,4,1,1,0,2,5
,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,4,0,1,739,33,36,16,2,455.697,0,0,10,1,2,0,0,4,8,0,0,1,0,181.62,78,332,204,46,0,274,330,64,0,94,34,0,0,0,0,20,42,27,8,0,0,7,10,6,1,0,1,16
O=C(N(C)C)Nc1ccc(Cl)cc1,CN(C)C(=O)Nc1ccc(Cl)cc1,1,0,1,279,13,13,8,3,187.562,0,0,3,0,0,0,0,0,1,0,0,0,0,32.34,0,14,5,0,0,16,9,0,0,0,0,0,0,0,0,1,7,1,0,0,0,1,3,1,0,0,1,8
CC(C)CCBr,CC(C)CCBr,0,0,0,129,6,5,0,2,139.957,0,0,0,1,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6
Oc1c(cccc2O)c2ccc1,Oc1cccc2c(O)cccc12,2,0,2,232,12,13,10,0,152.106,0,0,2,0,0,0,0,0,2,0,0,0,0,40.46,0,0,0,0,0,5,10,0,0,5,0,0,0,0,0,0,6,6,0,0,0,0,2,2,0,0,2,3
C=CCc1ccc(OC)cc1,C=CCc1ccc(OC)cc1,1,0,1,196,11,11,8,3,136.106,0,0,1,1,0,0,0,0,0,0,0,0,0,9.23,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,3,1,0,0,0,1,6
NC(c(cccc1)c1C(N)=O)=O,NC(=O)c1ccccc1C(N)=O,1,0,1,250,12,12,10,2,156.098,0,0,4,0,0,0,0,0,2,0,0,2,0,86.18,0,0,0,0,0,5,14,14,0,5,10,0,5,0,0,0,4,4,4,0,0,0,2,2,2,0,1,7
O=C(N(C)C)Nc1cc(OC(NC(C)(C)C)=O)ccc1,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,1,0,1,407,20,20,10,7,258.168,0,0,6,0,0,0,0,0,2,0,0,0,0,70.67,6,84,30,0,0,32,34,0,0,6,0,0,0,0,0,15,10,4,0,0,0,3,4,2,0,0,1,15
,COc1cc(O)c2c(=O)c3cc(O)ccc3oc2c1,3,0,3,404,19,21,14,1,248.147,0,0,5,0,0,0,0,0,3,0,0,0,0,79.9,0,0,0,0,0,52,45,0,0,7,0,0,0,0,0,0,32,16,0,0,2,0,5,2,0,0,3,6
CCCCI,CCCCI,0,0,0,113,5,4,0,2,174.947,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5
O=C(N(C)C)C(c2ccccc2)c1ccccc1,CN(C)C(=O)C(c1ccccc1)c1ccccc1,2,0,2,317,18,19,14,4,222.177,0,0,2,0,1,0,0,0,1,0,0,0,0,20.31,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,2,12,0,0,0,2,1,2,0,0,0,2,8
O=C(OCC)C=Cc1ccccc1,CCOC(=O)C=Cc1ccccc1,1,0,1,248,13,13,10,4,164.116,0,0,2,0,0,0,0,0,1,0,0,0,0,26.3,10,16,0,0,0,2,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,3,2,0,0,0,1,8
O=C(CC)Nc1cc(Cl)c(Cl)cc1,CCC(=O)Nc1ccc(Cl)c(Cl)c1,1,0,1,303,13,13,8,3,209.009,0,0,2,1,0,0,0,0,1,0,0,0,0,29.1,32,52,14,0,0,16,11,0,0,0,0,0,0,0,0,9,5,1,0,0,0,4,3,1,0,0,1,8
O=C(N1)NC(C(C2=CCCCCC2)(CC)C1=O)=O,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,2,0,0,366,18,19,8,2,232.151,0,0,5,6,0,0,0,0,3,0,0,0,0,75.27,124,146,84,0,0,12,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,3,2,0,0,0,7
CCCCCCCCCO,CCCCCCCCCO,0,0,0,180,10,9,0,7,124.096,0,0,1,7,0,0,0,1,1,0,0,0,0,20.23,84,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,10
O=C(NC1C2C3CCCC3C(C1)C2)N(C)C,CN(C)C(=O)NC1CC2CC1C1CCCC21,3,3,0,294,16,18,2,3,200.152,0,0,3,5,4,0,0,0,1,0,0,0,0,32.34,76,98,31,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,0,0,0,7
C#CCCCCC,C#CCCCCC,0,0,0,112,7,6,3,3,84.0749,0,0,0,4,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7
CCCCc1c(O)nc(NCC)nc1C,CCCCc1c(C)nc(NCC)nc1O,1,0,1,287,15,15,6,5,190.137,0,0,4,3,0,0,0,0,1,0,0,0,0,58.04,68,78,60,0,0,8,14,0,0,4,0,0,0,0,0,14,1,2,0,0,0,6,3,2,0,0,1,10
CCN(c1ccccc1)CC,CCN(CC)c1ccccc1,1,0,1,185,11,11,6,3,134.114,0,0,1,0,0,0,0,0,0,1,0,0,0,3.24,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,2,1,0,0,0,1,6
O=C([NH]O)C(c1ccc(CC(C)C)cc1)C,CC(C)Cc1ccc(C(C)C(=O)NO)cc1,1,0,1,305,16,16,8,5,202.145,0,0,3,1,2,0,0,0,2,0,0,0,0,49.33,64,82,82,0,0,3,6,0,0,1,0,0,0,0,0,12,7,7,0,0,0,6,2,2,0,0,1,11
CC(C)Nc1nc(NCC)nc(SC)n1,CCNc1nc(NC(C)C)nc(SC)n1,1,0,1,305,15,15,6,5,210.195,0,0,5,0,0,0,0,0,0,0,0,0,0,62.73,36,50,32,0,0,6,16,0,0,4,0,0,0,0,0,10,0,2,0,0,0,4,3,2,0,0,1,10
Clc1c(Cl)cccc1,Clc1ccccc1Cl,1,0,1,194,8,8,6,0,142.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,1,3
,C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12,5,0,2,390,22,25,12,3,272.216,0,0,3,2,2,0,0,1,1,0,0,0,0,36.36,32,94,30,0,0,14,8,0,0,0,0,0,0,0,0,66,13,5,0,0,0,6,3,1,0,0,2,6
BrCCCCC,CCCCCBr,0,0,0,129,6,5,0,3,139.957,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6
,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,3,0,3,492,22,24,16,1,292.156,0,0,7,0,0,0,0,0,6,0,0,0,0,131.36,0,0,0,0,0,120,184,0,0,68,0,0,0,0,0,0,58,48,0,0,4,0,7,5,0,0,3,8
OC(C3N4CC(C=C)C(CC4)C3)c1ccnc2c1cccc2,C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12,5,0,2,390,22,25,12,3,272.216,0,0,3,2,2,0,0,1,1,0,0,0,0,36.36,32,94,30,0,0,14,8,0,0,0,0,0,0,0,0,66,13,5,0,0,0,6,3,1,0,0,2,6
CC1(CCC2C3C)C=CC(C(C)=C1C2OC3=O)=O,CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O,3,1,0,348,18,20,8,0,228.159,0,0,3,2,2,0,0,0,2,0,0,0,0,43.37,203,146,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,6
CCc1ccc(C)cc1,CCc1ccc(C)cc1,1,0,1,144,9,9,6,1,108.096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,1,4
O=C1CCC2(C)C(CCC3C2C(CC4(C)C3CCC4(O)C(CO)=O)=O)=C1,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,4,1,0,516,26,29,8,2,332.222,0,0,5,7,3,0,0,2,5,0,0,0,0,91.67,400,434,190,0,0,68,48,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,5,2,0,0,0,10
ClCCCCCC,CCCCCCCl,0,0,0,145,7,6,0,4,107.517,0,0,0,4,0,0,0,0,0,0,0,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,7
Oc1cccc3c1C(C2=C(O)C(C(C(C(N)=O)=C(O)C4N(C)C)=O)(O)C4CC2C3(O)C)=O,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,4,0,1,690,32,35,16,2,420.244,0,0,10,1,2,0,0,4,8,0,0,1,0,181.62,45,233,160,35,0,208,286,53,0,94,34,0,0,0,0,19,41,27,8,0,0,6,9,6,1,0,1,15
